time,return,sig_0,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10
34,0.004731623968765364,0.004731623968765364,0.029963341408420385,-0.0003863390657272703,0.012926970771878432,-0.00019115418294024522,0.011262265834076635,0.05051214515656999,-0.005765534913516945,-0.0004655493482309536,0.0015274949083503575,0.0038068420578056816
35,0.015269721916580492,0.015269721916580492,-0.030765957378860787,0.0054108373380235,0.009186413391540471,-0.005544895859403209,0.0022053148086889074,-0.046738379298789656,-0.010953608247422641,-0.005589194224499328,-0.00686324351804779,-0.004309601917488748
36,-0.005491522439307173,-0.005491522439307173,-0.015547423868537802,-0.006227397470600193,-0.0033794981134442903,-0.024226187114523845,-0.01903399713939924,0.05326279395286382,0.007817589576547324,-0.007025761124121788,-0.004095213718965929,-0.007963973300552651
37,0.002568460857030219,0.002568460857030219,-0.00965120915192641,-0.01021193828035738,-0.017337635960134934,0.014187197913078542,0.023665320771646403,-0.035164104798137696,-0.007110536522301203,-0.017924528301886844,0.011051143664867702,0.02303664419545859
38,-0.013387862410411011,-0.013387862410411011,0.02392022103783087,0.009613824076207589,0.0056215141548481284,-0.02331453067484157,-0.002958255724772707,0.03471013647208365,-0.00716145833333337,-0.0028818443804035088,-0.009913573970513512,0.002729441322543158
39,-0.013495609366348305,-0.013495609366348305,-0.03850311046770927,-0.004490150171911567,0.0,0.0031828667199813587,0.0026373626373625836,-0.03857766239416727,-0.020983606557377077,-0.026493256262042353,-0.0035943517329910524,0.01122830658588847
40,0.009534685287099887,0.009534685287099887,0.00179973037085146,-0.02434096604235414,-0.07250394707561703,-0.020226101930628015,-0.013809732573432654,-0.05129094179916205,-0.0046885465505692725,0.004948045522018774,-0.0020613244009275444,0.0021870974279738498
41,-0.012991965252009852,-0.012991965252009852,0.08331468674763998,0.019049916211659745,0.025898080336279827,0.023274691016083038,0.020448988664147683,-0.0102979460490078,-0.004037685060565233,-0.00984736582964052,-0.007487735605473778,-0.0035252490439563466
42,0.012962463710669558,0.012962463710669558,0.02757043884911603,-0.0017990213751466477,0.002501231755403177,-0.006724761701678572,0.0008712698758439608,-0.004087669285166018,-0.0006756756756757243,-0.019890601690701115,-0.0015608740894901274,0.008928550772360433
43,0.014439495293299576,0.014439495293299576,0.07020374346703262,-0.01292900848714873,0.004061484905441448,0.03544404203725127,0.006202393906419967,0.02761189548548204,0.043272481406355645,0.0426179604261796,0.028660760812923458,0.026047777411743578
44,-0.0041560462088314765,-0.0041560462088314765,-0.08671062281387465,0.00325482084240436,0.004276186281550798,0.004615417062884708,-0.006596734075916544,-0.033405958369552735,-0.005832793259883395,-0.005352798053527952,-0.015197568389057725,-0.0035801662810687196
45,0.010291406686777416,0.010291406686777416,0.041898838954191886,-0.001424314573966079,-0.011450567249377985,0.0,0.00566078815588944,-0.02329077295896187,0.0045632333767926525,0.02886497064579263,0.009516460905349744,0.009145866037524986
46,-0.0034181723141418763,-0.0034181723141418763,0.0239698711459031,-0.0222662247115194,-0.029220069836936147,-0.003445659640864074,-0.021324962113011492,-0.008076888160591378,0.0012978585334197934,0.002377555872562942,-0.007898089171974543,-0.003236782003173455
47,-0.004247194360987749,-0.004247194360987749,0.022634978036893072,0.00559204496112975,0.02254475173188708,-0.0015366686960794906,-0.00475611104966267,0.0069794057747400995,0.014257939079714843,0.005218216318785496,0.005136106831022058,0.01152783053602291
48,0.010675561019232394,0.010675561019232394,-0.053726827843277314,-0.0074146299807744676,-0.01155157110761762,-0.01404385434138311,-0.019893309624360977,0.030804838547833446,-0.008306709265175738,-0.015101462954223654,-0.009708737864077666,0.0033707718626700967
49,-2.903358867545336e-05,-2.903358867545336e-05,-0.023590569659673655,-0.010230574728570474,-0.006644094998338401,-0.003902435302734375,-0.010318630230184866,0.04482625457866973,-0.005798969072164928,0.007666506947771934,0.009029927760577872,-0.007838711836930856
50,0.009644506431775834,0.009644506431775834,0.048525776504511065,0.0009023589712366942,0.001970680026421423,0.022135145084126284,0.014092575618698477,-0.030032132381045407,-0.0071289695398574215,-0.008559201141226769,0.006136537969828604,0.007416947453683376
51,0.004074738491730789,0.004074738491730789,0.03065806918360714,0.005245491797497115,0.029800930005829507,0.001724856549049747,-0.0010168342560162857,0.0335421451186102,0.011096605744125299,0.022541966426858462,0.00686149936467606,0.0035211463238633556
52,0.0015975744623728527,0.0015975744623728527,0.014209928331680555,-0.015002058225896842,-0.05301541687015543,-0.0072699646244683835,-0.03483374802080974,-0.016048444888404068,0.005810200129115595,0.0032833020637899057,0.017415446744068586,0.017543835099461003
53,-0.0003143092177338991,-0.0003143092177338991,-0.02596673680825934,-0.00695308714826226,-0.0068450993192203935,0.017344319425935728,-0.028474337942348216,0.026096420826497546,-0.014762516046213148,-0.01309022907900892,-0.01190771520714462,0.012852719738672969
54,-0.0010620573331896477,-0.0010620573331896477,-0.018795541881630573,0.0061682293200346905,0.00744617168719941,0.0007577547011907715,0.0,0.0010597035979644787,0.015635179153094425,0.0,0.011549083605322696,-0.0027855199245608864
55,0.006126533626735764,0.006126533626735764,-0.016028141072516044,-0.0022367253968044176,-0.006597019102263402,-0.011735717946352753,0.01845374502472552,0.04128435427350574,-0.011545862732520895,-0.03315963998105165,-0.007942417473318475,0.0035691452331676476
56,-0.0003033391953459752,-0.0003033391953459752,-0.01767976533473814,-0.0034041643165294566,-0.0009838742667562794,0.011108908013722774,-0.0172903837044055,-0.02439851823377004,-0.01687216093445809,-0.00881920627143562,0.0,0.0012370779854622427
57,0.002758770892866691,0.002758770892866691,-0.003437856036798692,-0.002832645401774303,-0.004000771532923886,0.027277904662372565,-0.0034948180284405383,0.00798888583492996,-0.0033003300330033403,0.0,0.016762571928946812,0.00015447314641647836
58,-0.0007657236475081541,-0.0007657236475081541,0.034699735014772415,0.003425495448498017,0.014954924712648365,-0.0014751792755645088,0.0042326762607327595,-0.0027566840592283537,-0.004635761589403931,-0.015818091942659374,-0.008120078740157521,0.011735554072978438
59,-0.001476028227480719,-0.001476028227480719,-0.05530502876434262,0.007160679089040389,0.009680978981770227,0.0024007408191455415,0.014089595375722519,-0.06807188081114379,0.011310711909514382,0.011049723756906049,0.016125031009674995,-0.005341857326821686
60,-0.0029563045487578377,-0.0029563045487578377,0.033008100747924596,0.0024801587802172342,-0.004221171926147238,0.000736954115667654,-0.01603135019593871,0.013718924918745712,0.011842105263157876,0.028315946348733245,0.006591796875,-0.006751493392267438
61,0.006124919257840311,0.006124919257840311,-0.0034163620313416576,-0.004040924057989392,-0.006419239213598993,-0.0018409846441234112,-0.0004827419744146688,-0.013167525156692061,-0.014954486345903795,-0.018357487922705307,-0.018918263400436564,-0.0015449729388112843
62,-0.0045385421527393,-0.0045385421527393,0.01875378710050768,-0.003063634446854757,-0.009081500066321802,-0.013832499117473196,0.01726636078241972,0.005189006375974081,0.008580858085808662,0.001476377952756014,-0.0024721878862793423,-0.013925386808430362
63,-0.00438850348301556,-0.00438850348301556,0.01999204893866935,-0.00282394054324131,-0.0077499972430375985,0.0013091395778221937,-0.01673590504451039,0.02101775901999403,-0.0013089005235602524,-0.029975429975430012,-0.019578686493184616,-0.0018829269221198874
64,0.0011960799848387271,0.0011960799848387271,-0.014942761032492813,-0.00391466872184576,0.0,-0.0018678051383700378,-0.002293577981651418,0.02600217598924326,0.00327653997378774,-0.024822695035460973,-0.009858442871587436,-0.006288343374324934
65,-0.014173946589881803,-0.014173946589881803,-0.022655590015923877,-0.026590892364690477,-0.021572004302766623,-0.01609280836035465,-0.003750756200846972,-0.0007040103497659711,-0.009144350097975207,0.009350649350649443,0.0,-0.004113246722021735
66,0.0039444211911976446,0.0039444211911976446,0.007861305882892022,0.0019758172634332105,-0.0018373214368144763,0.022061654193296754,0.010687393733300965,-0.05671011416294558,0.01054713249835193,0.01749871332990227,0.009190707173857504,-0.01636223322495234
67,-0.01696133008584244,-0.01696133008584244,-0.03419998168945315,-0.0054012763170935285,-0.009013024267394365,-0.019352454438050448,-0.024273011295361746,0.02016435391146243,-0.002609262883235486,0.004552352048558417,-0.00834809005818371,-0.016957352521162594
68,-0.0019176795748703235,-0.0019176795748703235,-0.0024850433693706098,-0.008102770978263951,-0.01716516047450256,-0.004743851130533883,-0.0016009852216748444,0.03367487753340459,0.00457815565729236,0.01309164149043296,0.009183673469387754,-0.008871317731323658
69,0.012601439566208406,0.012601439566208406,-0.0232509648008834,0.0012166720026682842,0.009644819870532784,0.01982842589550393,-0.008387813001110134,-0.031869659326514976,-0.00455729166666663,0.020377733598409442,-0.0025278058645096246,0.014752185689315134
70,-0.006074710968194674,-0.006074710968194674,-0.046971288423143576,0.0004339901142222935,-0.001032711158254207,0.0014955874065067931,0.008334369946510822,-0.0025603400019896805,-0.021582733812949617,-0.008767657087189518,-0.018499746578814036,-0.011760882168353137
71,0.013533671171787054,0.013533671171787054,-0.021409435352494066,0.0006073861331044039,0.008011862360095323,-0.000373316238286181,0.0032075006168270637,-0.004033706634287815,0.013368983957219305,0.010319410319410416,0.0010327911179963678,-0.00016526151294549152
72,-0.003320173700583018,-0.003320173700583018,-0.009571603769804038,-0.004335385232212996,-0.0024998114168772734,-0.013445383089902951,0.0044269552385636235,0.05117817925811097,-0.02110817941952503,-0.020428015564202373,-0.015217952024761394,-0.004628907029668894
73,0.012158421402569175,0.012158421402569175,0.02761161500733178,0.002699621574606015,-0.0023776285487017157,-0.02063225556522108,-0.0001224289911850862,0.022767095196571274,0.010107816711590223,0.014399205561072437,0.011000523834468368,0.037701386684609206
74,-0.004872579408787825,-0.004872579408787825,-0.015673998328059047,0.015372547156998984,0.03690821051871174,0.03382299921921805,0.0099179625321415,-0.036643873197898524,-0.0033355570380253496,0.0024473813020069457,-0.0033678756476683835,0.007522426762909928
75,0.00901275466979845,0.00901275466979845,0.0400364461529783,0.013429196450302605,0.04776997313266329,0.037577157315969556,0.012609117361784605,-0.009598276131096095,0.0307898259705488,0.03515625,0.01247725500389918,-0.002065147999041339
76,-0.0017457310425351702,-0.0017457310425351702,0.0378390090998717,0.002700836461848599,0.0002963870631853549,0.011891888733876144,-0.0015565134099616573,-0.01902368020212697,0.013636363636363669,0.007547169811320753,0.010012836970475059,0.019579805203898015
77,-0.006139421956948832,-0.006139421956948832,0.001264437463204704,0.003114437013362892,0.005393528015087856,0.0024928665469026168,-0.00011991845545034074,0.019392598799986116,0.0076873798846892605,-0.0196629213483146,-0.001779359430605032,-0.0021858422743956663
78,-0.014558905652342857,-0.014558905652342857,0.03578195796670758,0.0046992513935602,0.001002192950646963,-0.0035523944085211756,-0.022787239146078164,-0.02261305221050225,0.004450095359186168,-0.008595988538681931,-0.0030557677616500634,-0.0117352527271265
79,-0.002377499996742527,-0.002377499996742527,0.045112807600185656,0.006514596541983497,0.00836279164855358,0.00588235144121696,0.011904761904761862,-0.018729385724129632,-0.009493670886076,-0.038053949903660844,-0.004342273307790578,-0.0012665930422844918
80,0.0023685613495147972,0.0023685613495147972,-0.04977642150691153,-0.004397914584004181,-0.004088289679051393,-0.016480583568223794,-0.009460278956943569,-0.030688629967574377,-0.0006389776357828003,0.01702553830746112,-0.007439712673165677,0.007450814717232301
81,0.012236645187396533,0.012236645187396533,-0.0038878377503916983,-0.012502083171817557,-0.023164464972043608,0.00450443561641789,0.004407983347618494,0.020849475299604237,0.008951406649616356,0.04431314623338256,0.0005169294391316193,-0.01620769145023382
82,-0.008795775050879251,-0.008795775050879251,-0.022185740022270806,-0.001434903082481287,-0.004562659272546399,-0.014529121793366184,0.005729611117883726,-0.0015128397960637585,-0.0462610899873257,-0.034889203206034836,0.005683285972616803,0.009276999553914589
83,-0.003965371271123064,-0.003965371271123064,0.0523109613085504,0.021130927661137555,0.02792360344309741,0.0034583279124278388,-0.012848484848484887,-0.013257607742390154,0.0146179401993356,0.03273082559843665,0.01695350629334702,-0.008240834479253833
84,0.0035296669586522,0.0035296669586522,-0.01896587662298843,-0.005959731245241517,-0.02100444663782819,-0.0030836565080660794,-0.00036836935166995044,0.04145874827775775,0.012442698100851413,0.014664143803216678,-0.0037888355645364635,0.017737244537814334
85,0.0066088151237357895,0.0066088151237357895,0.0610500618083436,0.014738904831408384,0.024511474840168468,-0.005822341539484799,-0.0017196904557179593,-0.023221512122130084,-0.0038809831824062613,-0.015850815850815825,-0.007606490872210991,0.025906700373042657
86,-0.0020619040578628844,-0.0020619040578628844,0.035289608249462256,-0.006564910684618508,-0.015794007678264,0.016471389466245157,0.005044912021656245,0.01132074351326029,-0.0051948051948051965,-0.003315963998105187,-0.007664793050587648,0.016528954569720256
87,0.002682533127767339,0.002682533127767339,-0.06595037798222869,-0.006195275195152727,-0.02288262772206695,-0.010262816780341244,-0.011875612144955916,-0.022761234029625266,-0.009791122715404721,0.00047528517110273505,0.000514933058702427,0.004667347132406574
88,0.004457481018385057,0.004457481018385057,0.0073384125350866025,-0.007896268134635509,-0.01678838002412031,-0.001273503009400101,-0.0014868046090943388,-0.03474602640246838,-0.003295978905734964,-0.014251781472684133,-0.018528049408131797,-0.007642771026138084
89,0.005202865037342352,0.005202865037342352,0.016735547525088545,0.009215817882871624,0.012744449850146111,0.0020036715594156096,-0.012036232783223744,-0.006724761701678572,-0.002645502645502673,0.01493975903614464,-0.002097535395909844,-0.017517421333823724
90,-0.00458128059365126,-0.00458128059365126,0.0052285139611716325,-0.004399740050828549,-0.005497870981911679,-0.00490818955911243,-0.0031399145943230566,0.0,-0.017241379310344862,-0.04605887939221276,-0.0028901734104046506,0.0010759252605438974
91,0.0016297588743277025,0.0016297588743277025,0.02658449378100003,-0.005419828012473871,-0.007923931940461149,-0.006393834044291835,0.0051656797278569755,0.007566728007309509,0.00809716599190291,-0.010452961672473893,0.0121212121212122,-0.0067556399595676275
92,0.005148195696902835,0.005148195696902835,0.05817223533238547,0.007293721341160575,0.007306051471608566,0.0036771429398032573,0.012158435698169878,0.03162052356155143,0.006693440428380271,-0.012575452716297786,0.004946628482166204,-0.001545928269305663
93,-0.0007784436134247175,-0.0007784436134247175,0.005674759678805152,-0.0029130253849355414,0.0004302642983451399,0.020516575615723953,-0.010526315789473717,0.028352537600484062,0.0006648936170212671,0.007641365257259336,0.0010362694300518616,-0.008979628960280817
94,-0.011311245518606405,-0.011311245518606405,-0.017104521630497582,0.004090170629434509,-0.003379110406265484,-0.000718037488592782,-0.003379224030037542,-0.01862889419971303,0.009302325581395321,0.0,0.0028467908902691796,-0.011248261157229322
95,0.009235131672624686,0.009235131672624686,0.011481868862154743,-0.007814468553728138,-0.020837203844187413,-0.017244425943128028,-0.0020092929800326065,-0.0372057886291719,-0.004608294930875556,0.008594539939332568,0.00903225806451613,-0.003950071044139691
96,-0.0014806053255762563,-0.0014806053255762563,-0.019865248764875054,0.007876015428623706,0.007492314554842228,-0.011149761463767116,-0.0012583364791745044,0.01537856235289814,-0.013227513227513255,0.004010025062656686,-0.0023017902813299296,-0.006503804591651341
97,0.005087480356207541,0.005087480356207541,0.01628667305855136,-0.013301188523787477,-0.013185878755234026,-0.013123775295286522,-0.0034017890890765123,0.01203879547047304,-0.0013404825737265424,-0.003994008986520248,-0.004870546013842625,-0.0022353406875432746
98,0.002357715893671175,0.002357715893671175,0.02813393581459378,0.00631898209261772,0.00208979745458171,0.010676096830359416,-0.008596713021491786,-0.02877975795115917,-0.004697986577181235,-0.002005012531328343,0.00798557444616188,0.033605290494774565
99,0.002252800575326619,0.002252800575326619,-0.010218221950761053,-0.016075077737549903,-0.012196713162507367,0.020014877743757875,0.016577403723539996,0.0,-0.01685772083614301,-0.02360622802611756,-0.008688985433171426,0.02957119941790287
100,-0.004141314249916261,-0.004141314249916261,-0.0027996472990409194,0.023910907780611668,0.048557344100846,0.007994126170379978,0.0,-0.01619908771684575,-0.010288065843621408,-0.03240740740740744,0.0033513792214487914,-0.0016541445165648705
101,0.0027692316953564777,0.0027692316953564777,0.0012282802730758657,0.008892172141350407,0.012019555270054605,0.002162956782377101,0.023457099849473195,0.01084335353635546,0.0006930006930006005,0.0026581605528974706,0.004624871531346386,0.0034644277609294782
102,-0.0037403355807980043,-0.0037403355807980043,0.0266386333890829,-0.0034595973409184966,0.005003929802854357,0.00539572124408183,-0.01544306900355441,0.03535955028401361,0.0076177285318559385,0.012195121951219523,0.011253196930946396,0.010507308906979818
103,-0.010128906614839228,-0.010128906614839228,0.017924192629572788,-0.022648390897821113,-0.032753420784562115,0.032736959911559005,0.008340595045437604,0.05564082267768766,-0.0034364261168384758,-0.021477213200628564,-0.010116337885685334,0.011883586681289193
104,0.010923001659165044,0.010923001659165044,-0.008049631622310871,-0.006681346626305595,-0.0008062818059009214,0.015589841724417575,-0.0007407407407407085,0.009087639413339677,-0.0075862068965517615,0.0064239828693790635,-0.010219724067450198,-0.01864363213820719
105,0.002940748690645867,0.002940748690645867,-0.0037193781069789766,0.010472583080566089,0.01905525450809553,-0.0025583944568148276,0.0,0.016210401989523948,-0.002779708130646319,-0.0015957446808511078,0.014971605575632374,0.0008976094144790281
106,-0.011837383677612334,-0.011837383677612334,0.02494487040710247,0.005392570003741826,0.008466314116564622,0.005471967267184352,0.02248579194465039,-0.014533898032915826,0.006968641114982521,-0.011188066062866264,0.010681586978636748,0.0011955492046320515
107,-0.000698726448361775,-0.000698726448361775,-0.02417223281930514,-0.00905122963440086,-0.017213254881324414,-0.004761883908968256,-0.02754954084098593,-0.01654676413241163,-0.00968858131487893,0.0037715517241379004,-0.012078510317060864,-0.0217942846847331
108,0.013457901176364917,0.013457901176364917,0.007634896054027784,0.005666399723896376,0.010447399397084611,0.0017087750581910033,0.0006212723658052255,0.053401663715212155,0.002096436058700135,0.023081052066559415,0.0030565461029037344,0.009613991981509695
109,-0.005089560528435566,-0.005089560528435566,-0.0023572889558378662,-0.0049617563999656555,-0.00875800417686401,-0.004605928089670086,-0.005712156960139048,-0.02708335609899537,-0.0006973500697350365,-0.0005246589716684236,-0.001523616048755727,-0.011638516170486946
110,-0.0029496376848567873,-0.0029496376848567873,0.025316455696202445,0.007944578094980947,0.013007724188358605,0.011311051295583407,0.008242787560884146,0.03390436368958283,-0.0034891835310537633,0.006299212598425141,-0.016276703967446626,-0.005658399602930797
111,-0.00030495478248648844,-0.00030495478248648844,-0.004115226337448541,0.021633447389137528,0.04221686819366233,-0.00016945051972094838,-0.005821875387092779,0.013116971838873726,-0.0028011204481792618,0.003651538862806447,0.008273009307135482,0.011534912930205143
112,0.010779286625573148,0.010779286625573148,-0.010247916229500276,0.005745239543446523,0.014063965954820512,-0.0013559147243836778,-0.008223274358335364,0.024872216574729933,0.014044943820224809,0.0431392931392931,-0.012307692307692353,0.011555453474553223
113,0.0007684139066803652,0.0007684139066803652,-0.003173053407098725,8.158608123531863e-05,0.005501786615897286,0.0010182560968305943,-0.008417085427135707,0.002659619579682637,0.012465373961218829,0.01843547583457905,-0.010124610591900285,0.004659515470939901
114,0.003047948049283322,0.003047948049283322,-0.004355810479393374,0.0018768248291514134,0.009518370827491518,-0.006442799507995867,-0.01773723552514883,-0.0019894038120569224,0.0068399452804377425,0.021037181996086174,0.001311303435614919,-0.028725288362364765
115,-0.0006433745436266181,-0.0006433745436266181,-0.03651357853776738,-0.01702233554560495,-0.037375827694224206,-0.02337885337916845,0.0,-0.020598018749522273,-0.016304347826086918,-0.022041207474844282,-0.00864326872708221,-0.008780032515418035
116,-0.0009305162517933008,-0.0009305162517933008,0.030038443435586037,0.001657138088940746,0.002463332479407887,-0.003494667264233531,-0.031729653037533834,-0.01119402743657627,-0.0055248618784530246,0.005389514943655138,-0.005284015852047519,-0.0031079557573356897
117,0.0023378744854138933,0.0023378744854138933,0.02950155462820514,-0.0037223921822493455,0.001111690155147782,0.006838511987149243,-0.0009324630345011187,0.011663780561336212,0.01388888888888884,0.01754385964912286,-0.0029216467463479834,-0.006547185871431993
